subject_folder	mapping_participant	mapping_file	trial_index	block	trial_in_block	trigger	category	mapped_path	exact_image_path	image_found	is_repeat	expected_presentations_for_trigger	eeg_sample	eeg_time_ms	timing_source	timing_status	csv_available	csv_order_match	epoch_valid	artifact_peak_uv	artifact_status	epoch_index	target_index	split	lab_subject_id	artifact_status_npz	epoch_valid_npz	usable_for_finetune
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	80	4	20	1139	earwig	images_THINGS/object_images/earwig/earwig_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/earwig/earwig_09s.jpg	True	False	1	821347	1780921541400.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	20.590343	pass	679	138	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	81	5	1	1079	puppy	images_THINGS/object_images/puppy/puppy_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/puppy/puppy_12s.jpg	True	False	1	836080	1780921570867.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.005636	pass	680	78	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	82	5	2	1082	necklace	images_THINGS/object_images/necklace/necklace_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/necklace/necklace_11s.jpg	True	False	2	839135	1780921576978.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.715425	pass	681	81	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	83	5	3	1131	eel	images_THINGS/object_images/eel/eel_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/eel/eel_09s.jpg	True	False	1	842090	1780921582888.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	23.819040	pass	682	130	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	84	5	4	1143	mango	images_THINGS/object_images/mango/mango_16s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/mango/mango_16s.jpg	True	True	2	845028	1780921588764.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	15.563918	pass	683	142	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	85	5	5	1109	wasp	images_THINGS/object_images/wasp/wasp_09n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/wasp/wasp_09n.jpg	True	False	1	848152	1780921595013.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.218596	pass	684	108	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	86	5	6	1046	tiramisu	images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/tiramisu/tiramisu_12s.jpg	True	True	2	850990	1780921600689.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	26.379433	pass	685	45	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	87	5	7	1133	cockatoo	images_THINGS/object_images/cockatoo/cockatoo_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cockatoo/cockatoo_04s.jpg	True	False	1	854107	1780921606923.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.335587	pass	686	132	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	88	5	8	1002	pea	images_THINGS/object_images/pea/pea_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pea/pea_10s.jpg	True	False	1	857054	1780921612818.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.493389	pass	687	1	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	89	5	9	1135	pony	images_THINGS/object_images/pony/pony_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pony/pony_01b.jpg	True	False	1	860056	1780921618822.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.333427	pass	688	134	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	90	5	10	1125	sundae	images_THINGS/object_images/sundae/sundae_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sundae/sundae_09s.jpg	True	True	2	863002	1780921624714.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	34.558010	pass	689	124	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	91	5	11	1124	nightshirt	images_THINGS/object_images/nightshirt/nightshirt_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/nightshirt/nightshirt_11s.jpg	True	True	2	865616	1780921629943.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	18.310040	pass	690	123	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	92	5	12	1140	kayak	images_THINGS/object_images/kayak/kayak_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kayak/kayak_04s.jpg	True	False	1	868884	1780921636479.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	61.607533	pass	691	139	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	93	5	13	1059	zucchini	images_THINGS/object_images/zucchini/zucchini_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/zucchini/zucchini_02s.jpg	True	False	2	871814	1780921642339.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	30.062841	pass	692	58	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	94	5	14	1040	panda	images_THINGS/object_images/panda/panda_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/panda/panda_01b.jpg	True	False	1	874869	1780921648450.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	37.713173	pass	693	39	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	95	5	15	1061	taco	images_THINGS/object_images/taco/taco_06n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/taco/taco_06n.jpg	True	True	2	877774	1780921654260.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.735786	pass	694	60	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	96	5	16	1107	omelet	images_THINGS/object_images/omelet/omelet_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/omelet/omelet_06s.jpg	True	False	1	880852	1780921660416.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	19.819113	pass	695	106	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	97	5	17	1086	pasta	images_THINGS/object_images/pasta/pasta_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pasta/pasta_12s.jpg	True	False	1	883928	1780921666569.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	41.487309	pass	696	85	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	98	5	18	1010	pineapple	images_THINGS/object_images/pineapple/pineapple_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/pineapple/pineapple_08s.jpg	True	False	1	886945	1780921672603.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.677788	pass	697	9	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	99	5	19	1127	space_shuttle	images_THINGS/object_images/space_shuttle/space_shuttle_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/space_shuttle/space_shuttle_12s.jpg	True	False	1	889844	1780921678401.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.525665	pass	698	126	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	100	5	20	1155	kale	images_THINGS/object_images/kale/kale_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kale/kale_01b.jpg	True	False	1	892828	1780921684370.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	18.470839	pass	699	154	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	101	6	1	1152	speedboat	images_THINGS/object_images/speedboat/speedboat_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/speedboat/speedboat_06s.jpg	True	False	1	904708	1780921708131.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	18.619505	pass	700	151	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	102	6	2	1008	keyboard	images_THINGS/object_images/keyboard/keyboard_13s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/keyboard/keyboard_13s.jpg	True	False	1	907756	1780921714227.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.139935	pass	701	7	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	103	6	3	1042	eagle	images_THINGS/object_images/eagle/eagle_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/eagle/eagle_08s.jpg	True	False	1	910838	1780921720392.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	16.109686	pass	702	41	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	104	6	4	1028	meatball	images_THINGS/object_images/meatball/meatball_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/meatball/meatball_04s.jpg	True	False	1	913885	1780921726486.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	28.566690	pass	703	27	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	105	6	5	1062	antelope	images_THINGS/object_images/antelope/antelope_12n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/antelope/antelope_12n.jpg	True	True	2	916626	1780921731968.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.738636	pass	704	61	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	106	6	6	1085	frog	images_THINGS/object_images/frog/frog_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/frog/frog_09s.jpg	True	False	1	919950	1780921738617.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	19.503113	pass	705	84	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	107	6	7	1074	cobra	images_THINGS/object_images/cobra/cobra_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cobra/cobra_07s.jpg	True	False	1	922954	1780921744625.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.081842	pass	706	73	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	108	6	8	1103	blazer	images_THINGS/object_images/blazer/blazer_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/blazer/blazer_05s.jpg	True	False	1	926098	1780921750913.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	56.660519	pass	707	102	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	109	6	9	1017	carrot	images_THINGS/object_images/carrot/carrot_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/carrot/carrot_01b.jpg	True	False	1	929172	1780921757062.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.245790	pass	708	16	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	110	6	10	1126	helicopter	images_THINGS/object_images/helicopter/helicopter_20s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/helicopter/helicopter_20s.jpg	True	False	2	932102	1780921762922.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	79.334251	pass	709	125	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	111	6	11	1106	swordfish	images_THINGS/object_images/swordfish/swordfish_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/swordfish/swordfish_07s.jpg	True	False	1	935104	1780921768926.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.407509	pass	710	105	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	112	6	12	1068	radio	images_THINGS/object_images/radio/radio_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/radio/radio_04s.jpg	True	False	1	938106	1780921774930.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	16.841085	pass	711	67	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	113	6	13	1100	champagne	images_THINGS/object_images/champagne/champagne_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/champagne/champagne_01b.jpg	True	False	1	940911	1780921780541.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	19.030254	pass	712	99	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	114	6	14	1084	cheetah	images_THINGS/object_images/cheetah/cheetah_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheetah/cheetah_06s.jpg	True	False	2	943995	1780921786709.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.194220	pass	713	83	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	115	6	15	1120	owl	images_THINGS/object_images/owl/owl_19s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/owl/owl_19s.jpg	True	True	2	946756	1780921792231.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	20.199722	pass	714	119	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	116	6	16	1129	workbench	images_THINGS/object_images/workbench/workbench_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/workbench/workbench_07s.jpg	True	False	2	949977	1780921798674.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.400587	pass	715	128	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	117	6	17	1053	reindeer	images_THINGS/object_images/reindeer/reindeer_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/reindeer/reindeer_14s.jpg	True	True	2	952914	1780921804548.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.396685	pass	716	52	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	118	6	18	1039	sailboat	images_THINGS/object_images/sailboat/sailboat_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sailboat/sailboat_07s.jpg	True	False	1	955991	1780921810702.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	44.153183	pass	717	38	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	119	6	19	1111	creme_brulee	images_THINGS/object_images/creme_brulee/creme_brulee_01b.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/creme_brulee/creme_brulee_01b.jpg	True	False	1	958966	1780921816653.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.255085	pass	718	110	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	120	6	20	1012	burrito	images_THINGS/object_images/burrito/burrito_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/burrito/burrito_07s.jpg	True	True	2	961674	1780921822069.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	33.252010	pass	719	11	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	121	7	1	1067	taffy	images_THINGS/object_images/taffy/taffy_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/taffy/taffy_11s.jpg	True	False	1	974128	1780921846978.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.179657	pass	720	66	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	122	7	2	1084	cheetah	images_THINGS/object_images/cheetah/cheetah_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheetah/cheetah_06s.jpg	True	True	2	977110	1780921852943.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	23.535528	pass	721	83	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	123	7	3	1082	necklace	images_THINGS/object_images/necklace/necklace_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/necklace/necklace_11s.jpg	True	True	2	979792	1780921858307.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	26.693243	pass	722	81	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	124	7	4	1051	yacht	images_THINGS/object_images/yacht/yacht_05s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/yacht/yacht_05s.jpg	True	False	2	983134	1780921864991.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	33.302040	pass	723	50	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	125	7	5	1091	kitten	images_THINGS/object_images/kitten/kitten_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/kitten/kitten_09s.jpg	True	False	1	985940	1780921870604.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	19.253742	pass	724	90	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	126	7	6	1081	police_car	images_THINGS/object_images/police_car/police_car_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/police_car/police_car_14s.jpg	True	False	1	988926	1780921876576.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.521219	pass	725	80	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	127	7	7	1154	chandelier	images_THINGS/object_images/chandelier/chandelier_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/chandelier/chandelier_10s.jpg	True	False	1	991992	1780921882708.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	18.512222	pass	726	153	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	128	7	8	1087	bathrobe	images_THINGS/object_images/bathrobe/bathrobe_12s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bathrobe/bathrobe_12s.jpg	True	False	1	995142	1780921889009.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.022495	pass	727	86	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	129	7	9	1065	cabinet	images_THINGS/object_images/cabinet/cabinet_07s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cabinet/cabinet_07s.jpg	True	False	1	998211	1780921895147.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.502041	pass	728	64	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	130	7	10	1114	spinach	images_THINGS/object_images/spinach/spinach_09s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/spinach/spinach_09s.jpg	True	False	1	1001146	1780921901017.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.115383	pass	729	113	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	131	7	11	1138	ping-pong_table	images_THINGS/object_images/ping-pong_table/ping-pong_table_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/ping-pong_table/ping-pong_table_10s.jpg	True	False	1	1004148	1780921907022.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.552040	pass	730	137	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	132	7	12	1113	firetruck	images_THINGS/object_images/firetruck/firetruck_04s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/firetruck/firetruck_04s.jpg	True	False	1	1007150	1780921913026.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	22.210598	pass	731	112	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	133	7	13	1021	tea	images_THINGS/object_images/tea/tea_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/tea/tea_10s.jpg	True	False	1	1010152	1780921919030.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.182487	pass	732	20	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	134	7	14	1023	wolf	images_THINGS/object_images/wolf/wolf_12n.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/wolf/wolf_12n.jpg	True	True	2	1013000	1780921924727.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	34.801464	pass	733	22	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	135	7	15	1093	duckling	images_THINGS/object_images/duckling/duckling_25s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/duckling/duckling_25s.jpg	True	False	1	1016161	1780921931049.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.355589	pass	734	92	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	136	7	16	1146	cheesecake	images_THINGS/object_images/cheesecake/cheesecake_06s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/cheesecake/cheesecake_06s.jpg	True	False	1	1019158	1780921937043.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	23.978123	pass	735	145	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	137	7	17	1045	goose	images_THINGS/object_images/goose/goose_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/goose/goose_08s.jpg	True	True	2	1021928	1780921942584.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	27.304907	pass	736	44	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	138	7	18	1156	coconut	images_THINGS/object_images/coconut/coconut_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/coconut/coconut_08s.jpg	True	False	1	1025162	1780921949052.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	16.768534	pass	737	155	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	139	7	19	1058	loveseat	images_THINGS/object_images/loveseat/loveseat_10s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/loveseat/loveseat_10s.jpg	True	False	1	1027914	1780921954556.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	16.987185	pass	738	57	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	140	7	20	1055	seagull	images_THINGS/object_images/seagull/seagull_11s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/seagull/seagull_11s.jpg	True	False	1	1030916	1780921960561.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	21.768639	pass	739	54	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	141	8	1	1056	leggings	images_THINGS/object_images/leggings/leggings_02s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/leggings/leggings_02s.jpg	True	False	1	1044976	1780921988682.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	65.714127	pass	740	55	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	142	8	2	1054	bathtub	images_THINGS/object_images/bathtub/bathtub_18s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bathtub/bathtub_18s.jpg	True	False	1	1047924	1780921994578.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	17.616232	pass	741	53	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	143	8	3	1034	bracelet1	images_THINGS/object_images/bracelet1/bracelet1_18s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/bracelet1/bracelet1_18s.jpg	True	False	1	1051176	1780922001083.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	35.256638	pass	742	33	train	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	144	8	4	1003	shorts	images_THINGS/object_images/shorts/shorts_14s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/shorts/shorts_14s.jpg	True	False	1	1054178	1780922007087.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	55.530556	pass	743	2	val	4	pass	True	True
P07	P07	lab_data/P07/P07_EEG_recon_2026-06-08_13h33.36.114_image_mapping.json	145	8	5	1078	sea_urchin	images_THINGS/object_images/sea_urchin/sea_urchin_08s.jpg	/media/psycontrol/HDD/Datasets/THINGS/images_THINGS/object_images/sea_urchin/sea_urchin_08s.jpg	True	False	1	1057208	1780922013147.000	easy_marker_manifest_order_min_gap_5s	pass	True	True	True	24.534948	pass	744	77	train	4	pass	True	True
